,Xiaomi,Asus,Mac OS X,Huawei,Windows 10 S,ARM_GPU,Samsung_CPU,Fujitsu,Lenovo,Samsung,Google,Android,Toshiba,HP,Microsoft,Dell,Chuwi,LG,Inches,Vero,2 in 1 Convertible,Apple,Mediacom,macOS,Netbook,Chrome OS,Storage,Windows 10,Windows 7,Linux,No OS,MSI,AMD_CPU,Intel_CPU,Intel_GPU,AMD_GPU,Acer,Weight,Razer,Workstation,Ultrabook,Nvidia_GPU,Gaming,CpuFreq,Notebook,ScreenHeight,ScreenWidth,Ram,Price
1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,0,0,1,0,0,0,1,1,0,1,2.4,0,0,0,0,0,1.6,1,768,1366,4,15397.92
1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,2.2,0,0,0,0,0,1.6,1,768,1366,2,20193.12
1293,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,0,0,2.6,0,0,0,1,0,2.6,1,1080,1920,8,47898.72
1294,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,1,0,0,1,0,2.04,0,0,0,0,0,2.9,1,1080,1920,6,29303.4672
1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,0,0,0,0,0,0,0,1000.0,0,0,1,0,0,0,1,0,1,0,2.3,0,0,0,0,0,2.7,1,768,1366,8,42943.1472
1296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.6,0,0,0,0,0,1,0,32.0,1,0,0,0,0,0,1,1,0,0,1.17,0,0,0,0,0,1.6,0,768,1366,2,11135.52
1297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,0,0,0,2.2,0,0,0,1,0,2.5,1,768,1366,4,38378.6496
1298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,1,0,0,0,0,0,128.0,1,0,0,0,0,0,1,1,0,0,1.8,0,0,0,0,0,2.5,0,1080,1920,4,33992.64
1299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.3,0,1,0,0,0,0,0,512.0,1,0,0,0,0,0,1,1,0,0,1.3,0,0,0,0,0,2.5,0,1800,3200,16,79866.72
1300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,64.0,1,0,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,1.6,1,768,1366,2,12201.12
1301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,0,0,0,0,0,0,0,1000.0,1,0,0,0,0,0,1,0,1,0,2.19,0,0,0,0,0,2.5,1,768,1366,6,40705.92
1302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,500.0,1,0,0,0,0,0,1,1,0,0,2.2,0,0,0,0,0,1.6,1,768,1366,4,19660.32
